ID,CLIENTNUM,Status,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Months_Inactive_12_mon,Contacts_Count_12_mon,Dependent_count
8916,710596983,Existing Customer,51,M,Uneducated,Single,Rp 8.000.000 - Rp 15.000.000,Blue,37,1,27318000.0,2416000,24902000.0,7481000,96,0.088,3,2,1
4379,780688383,Existing Customer,35,M,Graduate,Unknown,Rp 8.000.000 - Rp 15.000.000,Blue,24,4,21114000.0,0,21114000.0,3534000,56,0.0,2,3,1
3793,788379933,Existing Customer,41,M,Doctorate,Single,Rp 5.000.000 - Rp 8.000.000,Blue,34,5,12420000.0,0,12420000.0,4422000,70,0.0,3,2,3
5556,719042208,Existing Customer,43,M,Doctorate,Unknown,Rp 5.000.000 - Rp 8.000.000,Blue,33,4,2067000.0,1250000,817000.0,4565000,65,0.605,3,4,4
8802,770920908,Existing Customer,39,F,Unknown,Single,Rp 3.000.000 - Rp 5.000.000,Silver,26,1,22054000.0,1146000,20908000.0,8055000,82,0.052,1,1,0
7286,715565058,Existing Customer,27,F,Uneducated,Unknown,< Rp 3.000.000,Blue,16,3,1438300.0,0,1438300.0,4479000,70,0.0,1,2,1
6718,715784808,Existing Customer,57,F,Post-Graduate,Single,Rp 3.000.000 - Rp 5.000.000,Blue,48,4,2576000.0,1678000,898000.0,3913000,86,0.651,2,1,4
7511,790017858,Existing Customer,47,F,Post-Graduate,Unknown,Rp 3.000.000 - Rp 5.000.000,Blue,36,6,3979000.0,1319000,2660000.0,4598000,67,0.331,1,2,3
6723,709175208,Existing Customer,50,F,Uneducated,Single,< Rp 3.000.000,Blue,43,4,2835000.0,2292000,543000.0,4686000,79,0.808,3,2,4
1456,755959683,Existing Customer,50,F,Unknown,Unknown,Unknown,Blue,43,5,3410000.0,2281000,1129000.0,1296000,31,0.669,1,2,5
976,717295683,Existing Customer,50,M,Doctorate,Single,Rp 8.000.000 - Rp 15.000.000,Blue,38,5,3460000.0,1881000,1579000.0,1546000,35,0.544,2,2,0
5569,788874333,Existing Customer,55,M,Post-Graduate,Unknown,> Rp 15.000.000,Blue,40,3,15631000.0,1305000,14326000.0,4313000,67,0.083,1,4,3
772,771706308,Existing Customer,46,M,Doctorate,Single,Rp 8.000.000 - Rp 15.000.000,Blue,34,4,14310000.0,694000,13616000.0,1254000,34,0.048,3,2,2
8395,714695883,Existing Customer,45,F,Uneducated,Unknown,< Rp 3.000.000,Blue,36,1,2699000.0,1583000,1116000.0,4071000,75,0.587,2,3,5
3949,778242708,Existing Customer,63,M,Unknown,Single,Rp 5.000.000 - Rp 8.000.000,Silver,53,5,25502000.0,1450000,24052000.0,4323000,81,0.057,4,4,1
6099,709176108,Existing Customer,56,F,Post-Graduate,Unknown,< Rp 3.000.000,Blue,49,5,4604000.0,621000,3983000.0,4586000,79,0.135,3,3,4
4456,780602733,Existing Customer,42,M,Uneducated,Single,Rp 5.000.000 - Rp 8.000.000,Blue,30,4,8302000.0,1294000,7008000.0,3221000,66,0.156,2,3,3
7657,709813008,Existing Customer,44,F,High School,Unknown,< Rp 3.000.000,Blue,35,5,3398000.0,2415000,983000.0,4509000,93,0.711,3,0,3
9648,712104333,Existing Customer,57,F,Doctorate,Single,< Rp 3.000.000,Blue,44,2,9149000.0,1254000,7895000.0,14401000,100,0.137,2,3,2
1410,719514783,Existing Customer,39,F,Post-Graduate,Unknown,Unknown,Blue,26,6,3209000.0,2517000,692000.0,1292000,37,0.784,1,4,3
8828,711128433,Existing Customer,55,M,Uneducated,Single,Rp 3.000.000 - Rp 5.000.000,Blue,36,1,10949000.0,829000,10120000.0,7685000,91,0.076,3,3,3
9263,718634058,Existing Customer,48,F,High School,Unknown,Unknown,Blue,31,2,7660000.0,764000,6896000.0,14844000,100,0.1,2,1,2
6241,709621008,Existing Customer,48,M,Post-Graduate,Single,Rp 5.000.000 - Rp 8.000.000,Blue,30,6,5826000.0,1482000,4344000.0,4135000,76,0.254,3,2,5
8938,778439883,Existing Customer,50,M,High School,Unknown,Rp 8.000.000 - Rp 15.000.000,Blue,31,1,26840000.0,769000,26071000.0,7969000,93,0.029,2,2,1
10115,712210458,Existing Customer,38,M,Uneducated,Single,Rp 3.000.000 - Rp 5.000.000,Blue,36,2,5639000.0,1558000,4081000.0,16628000,109,0.276,3,2,1
9401,713895633,Existing Customer,56,F,High School,Unknown,Rp 3.000.000 - Rp 5.000.000,Blue,36,2,8331000.0,0,8331000.0,14324000,103,0.0,1,3,1
6505,789487308,Existing Customer,48,M,Doctorate,Single,Rp 5.000.000 - Rp 8.000.000,Blue,39,3,10033000.0,0,10033000.0,4106000,78,0.0,2,2,2
7112,711459483,Existing Customer,43,F,High School,Unknown,< Rp 3.000.000,Blue,36,6,2242000.0,0,2242000.0,4845000,66,0.0,2,3,3
6574,720728133,Existing Customer,44,M,Uneducated,Single,Rp 3.000.000 - Rp 5.000.000,Blue,33,4,1714000.0,0,1714000.0,4180000,71,0.0,3,3,4
4652,764211033,Existing Customer,50,F,Uneducated,Unknown,< Rp 3.000.000,Blue,43,6,3199000.0,2517000,682000.0,4483000,87,0.787,2,1,3
8461,715980258,Existing Customer,36,F,Doctorate,Single,< Rp 3.000.000,Blue,25,1,2835000.0,2511000,324000.0,4811000,77,0.886,2,3,1
3860,716071233,Existing Customer,42,M,High School,Unknown,Rp 8.000.000 - Rp 15.000.000,Silver,35,5,34516000.0,1934000,32582000.0,4613000,73,0.056,2,3,0
6385,789319458,Existing Customer,48,M,Uneducated,Single,Rp 5.000.000 - Rp 8.000.000,Blue,38,6,22639000.0,1481000,21158000.0,4219000,65,0.065,2,3,5
1172,788974608,Existing Customer,48,M,Graduate,Unknown,Rp 5.000.000 - Rp 8.000.000,Blue,35,5,2829000.0,2342000,487000.0,1561000,41,0.828,1,3,3
5422,768167358,Existing Customer,37,M,Doctorate,Single,Rp 5.000.000 - Rp 8.000.000,Blue,31,6,1702000.0,1018000,684000.0,4301000,86,0.598,3,0,4
8718,788907033,Existing Customer,40,M,High School,Unknown,Rp 8.000.000 - Rp 15.000.000,Blue,26,1,5238000.0,2077000,3161000.0,7321000,73,0.397,3,1,2
10000,712260633,Existing Customer,47,F,Doctorate,Single,Unknown,Blue,36,4,26923000.0,2461000,24462000.0,13643000,94,0.091,1,4,5
1035,721194858,Existing Customer,48,M,Graduate,Unknown,Rp 8.000.000 - Rp 15.000.000,Blue,40,6,4438000.0,2472000,1966000.0,1725000,60,0.557,2,2,4
8935,779257233,Existing Customer,47,M,Uneducated,Single,> Rp 15.000.000,Blue,29,2,28852000.0,1974000,26878000.0,7432000,90,0.068,3,2,2
7645,709952658,Existing Customer,46,F,Graduate,Unknown,< Rp 3.000.000,Blue,33,6,3025000.0,2491000,534000.0,4460000,62,0.823,3,2,3
780,780598383,Existing Customer,35,M,Doctorate,Single,Rp 3.000.000 - Rp 5.000.000,Blue,23,4,2148000.0,1545000,603000.0,2167000,65,0.719,3,2,3
7927,788199858,Existing Customer,42,F,High School,Unknown,Unknown,Blue,34,1,2798000.0,1049000,1749000.0,5758000,87,0.375,3,1,3
5429,714257958,Existing Customer,41,F,Doctorate,Single,< Rp 3.000.000,Blue,31,4,1738000.0,0,1738000.0,4220000,68,0.0,2,1,3
8166,712228458,Existing Customer,50,M,Unknown,Unknown,> Rp 15.000.000,Blue,32,2,25645000.0,1083000,24562000.0,4302000,63,0.042,3,1,2
42,773146383,Existing Customer,50,F,College,Single,Rp 3.000.000 - Rp 5.000.000,Silver,43,3,17304000.0,2517000,14787000.0,1756000,33,0.145,2,3,1
2912,780704358,Existing Customer,34,M,Post-Graduate,Unknown,Rp 5.000.000 - Rp 8.000.000,Silver,23,4,27710000.0,0,27710000.0,4014000,73,0.0,3,0,3
9925,718496283,Existing Customer,42,F,College,Single,Unknown,Silver,31,6,30770000.0,2228000,28542000.0,15998000,121,0.072,2,3,1
5475,711278283,Existing Customer,61,F,High School,Unknown,< Rp 3.000.000,Blue,50,5,8604000.0,1075000,7529000.0,4705000,65,0.125,1,2,1
4656,794217108,Existing Customer,43,M,College,Single,> Rp 15.000.000,Blue,37,6,14315000.0,1348000,12967000.0,3694000,67,0.094,3,1,2
1819,771823308,Existing Customer,33,F,Uneducated,Unknown,< Rp 3.000.000,Blue,21,5,1475000.0,986000,489000.0,1896000,33,0.668,1,4,2
1125,709793133,Existing Customer,43,F,Unknown,Single,Rp 3.000.000 - Rp 5.000.000,Blue,36,6,3186000.0,2470000,716000.0,1531000,37,0.775,1,4,2
1024,813952233,Existing Customer,44,M,Graduate,Unknown,< Rp 3.000.000,Blue,39,5,2978000.0,2134000,844000.0,1413000,46,0.717,2,4,3
3076,713362158,Existing Customer,50,M,Unknown,Single,> Rp 15.000.000,Blue,33,4,17087000.0,0,17087000.0,3519000,70,0.0,1,4,3
4746,719059083,Existing Customer,45,F,High School,Unknown,< Rp 3.000.000,Blue,33,5,6225000.0,1596000,4629000.0,4129000,71,0.256,1,1,3
3214,719570733,Existing Customer,52,M,Unknown,Single,Rp 5.000.000 - Rp 8.000.000,Blue,39,3,1629000.0,978000,651000.0,3766000,83,0.6,2,3,2
4440,713648208,Existing Customer,40,F,Graduate,Unknown,Rp 3.000.000 - Rp 5.000.000,Blue,32,6,3097000.0,2409000,688000.0,4624000,86,0.778,2,2,2
2679,751227183,Existing Customer,36,M,Unknown,Single,Rp 8.000.000 - Rp 15.000.000,Blue,29,3,5346000.0,1539000,3807000.0,2283000,51,0.288,3,5,2
9802,720163458,Existing Customer,38,M,Uneducated,Unknown,> Rp 15.000.000,Blue,21,4,28043000.0,1786000,26257000.0,14521000,109,0.064,2,3,1
6537,780052008,Existing Customer,37,M,Unknown,Single,Rp 8.000.000 - Rp 15.000.000,Blue,22,4,29898000.0,1414000,28484000.0,3883000,68,0.047,2,2,3
3135,806226933,Existing Customer,37,M,High School,Unknown,> Rp 15.000.000,Blue,32,6,34516000.0,0,34516000.0,3660000,59,0.0,1,1,2
2364,786566733,Existing Customer,49,M,Unknown,Single,Rp 8.000.000 - Rp 15.000.000,Blue,43,3,4939000.0,1190000,3749000.0,3764000,64,0.241,3,5,2
3943,828343083,Existing Customer,43,F,High School,Unknown,< Rp 3.000.000,Blue,39,3,2786000.0,1793000,993000.0,3646000,68,0.644,3,3,4
5213,720202008,Existing Customer,47,F,Unknown,Single,Rp 3.000.000 - Rp 5.000.000,Blue,40,4,3888000.0,2517000,1371000.0,4377000,88,0.647,3,4,5
2626,708104658,Existing Customer,46,M,Graduate,Unknown,Rp 3.000.000 - Rp 5.000.000,Blue,36,4,1438300.0,890000,548300.0,2928000,48,0.619,3,2,1
6077,720977358,Existing Customer,50,F,Unknown,Single,< Rp 3.000.000,Blue,36,3,2528000.0,1689000,839000.0,4269000,78,0.668,2,2,2
8997,715459158,Existing Customer,35,F,High School,Unknown,Unknown,Blue,26,2,16950000.0,0,16950000.0,7821000,97,0.0,1,2,4
9981,819196158,Existing Customer,49,F,Unknown,Single,< Rp 3.000.000,Blue,44,5,9797000.0,998000,8799000.0,15013000,116,0.102,2,3,2
4520,787507833,Existing Customer,49,F,Uneducated,Unknown,< Rp 3.000.000,Blue,38,6,3343000.0,1820000,1523000.0,4507000,63,0.544,2,1,1
5204,787450758,Existing Customer,57,M,Unknown,Single,Rp 5.000.000 - Rp 8.000.000,Blue,43,3,19090000.0,0,19090000.0,4712000,88,0.0,3,1,1
3193,719801508,Existing Customer,36,M,Uneducated,Unknown,> Rp 15.000.000,Blue,23,6,20230000.0,798000,19432000.0,4314000,82,0.039,3,3,1
701,720310458,Existing Customer,46,M,Unknown,Single,> Rp 15.000.000,Blue,32,5,11840000.0,1295000,10545000.0,1560000,49,0.109,2,1,1
9522,794692158,Existing Customer,43,F,High School,Unknown,Rp 3.000.000 - Rp 5.000.000,Silver,25,1,17328000.0,0,17328000.0,15367000,105,0.0,2,1,3
6210,715814433,Existing Customer,44,M,Unknown,Single,Rp 8.000.000 - Rp 15.000.000,Blue,36,6,5877000.0,1160000,4717000.0,3565000,83,0.197,2,3,4
4193,710974308,Existing Customer,38,M,Graduate,Unknown,Rp 8.000.000 - Rp 15.000.000,Blue,36,3,26792000.0,1671000,25121000.0,3587000,66,0.062,3,4,1
6496,709243533,Existing Customer,49,F,Unknown,Single,< Rp 3.000.000,Blue,41,5,2555000.0,1815000,740000.0,4552000,75,0.71,3,2,2
4252,717112533,Existing Customer,52,F,Graduate,Unknown,< Rp 3.000.000,Blue,42,6,6946000.0,0,6946000.0,4058000,88,0.0,2,0,1
758,713571258,Existing Customer,45,M,Unknown,Single,Rp 5.000.000 - Rp 8.000.000,Silver,26,6,32349000.0,1630000,30719000.0,1343000,41,0.05,3,2,2
3895,709137558,Existing Customer,52,M,Uneducated,Unknown,Rp 8.000.000 - Rp 15.000.000,Blue,36,6,5395000.0,2084000,3311000.0,4689000,69,0.386,4,4,0
3257,710728458,Existing Customer,62,F,Unknown,Single,< Rp 3.000.000,Blue,36,3,7075000.0,1396000,5679000.0,4409000,75,0.197,3,2,1
9033,804601833,Existing Customer,44,M,High School,Unknown,Rp 5.000.000 - Rp 8.000.000,Silver,39,1,34516000.0,1601000,32915000.0,7491000,86,0.046,2,3,2
9190,817908783,Existing Customer,44,M,Unknown,Single,> Rp 15.000.000,Silver,39,2,34516000.0,2123000,32393000.0,14242000,107,0.062,3,1,3
4818,715567608,Existing Customer,45,F,High School,Unknown,< Rp 3.000.000,Blue,35,4,4406000.0,1247000,3159000.0,3964000,76,0.283,4,4,1
6407,716019333,Existing Customer,65,F,Unknown,Single,< Rp 3.000.000,Blue,56,6,2279000.0,1789000,490000.0,4091000,82,0.785,3,3,0
9119,815582358,Existing Customer,47,F,Unknown,Unknown,< Rp 3.000.000,Blue,42,2,2519000.0,1584000,935000.0,8852000,95,0.629,1,2,5
671,823528833,Existing Customer,50,F,Unknown,Single,< Rp 3.000.000,Blue,46,4,2081000.0,1235000,846000.0,1337000,29,0.593,2,3,1
2807,767333808,Existing Customer,50,F,Graduate,Unknown,< Rp 3.000.000,Blue,43,5,3424000.0,0,3424000.0,4929000,74,0.0,3,4,2
4560,787536933,Existing Customer,44,F,Unknown,Single,< Rp 3.000.000,Blue,33,6,1724000.0,0,1724000.0,4768000,80,0.0,2,3,3
7061,771408483,Existing Customer,48,M,Unknown,Unknown,Rp 5.000.000 - Rp 8.000.000,Blue,36,4,4100000.0,1956000,2144000.0,3584000,61,0.477,1,2,5
4571,768390708,Existing Customer,47,M,Unknown,Single,Rp 8.000.000 - Rp 15.000.000,Blue,41,6,2877000.0,1136000,1741000.0,4006000,68,0.395,1,1,2
1042,778755858,Existing Customer,46,M,Graduate,Unknown,Rp 8.000.000 - Rp 15.000.000,Blue,27,5,3665000.0,1725000,1940000.0,1881000,55,0.471,1,3,3
4689,710125608,Existing Customer,45,F,Unknown,Single,< Rp 3.000.000,Blue,36,4,2679000.0,1558000,1121000.0,4756000,73,0.582,2,0,5
7,818906208,Existing Customer,32,M,High School,Unknown,Rp 5.000.000 - Rp 8.000.000,Silver,27,2,29081000.0,1396000,27685000.0,1538000,36,0.048,2,2,0
4292,720670458,Existing Customer,52,F,Unknown,Single,Rp 3.000.000 - Rp 5.000.000,Blue,45,3,3476000.0,1560000,1916000.0,3496000,58,0.449,1,3,2
5706,710086308,Existing Customer,46,F,High School,Unknown,Rp 3.000.000 - Rp 5.000.000,Blue,38,6,3645000.0,1179000,2466000.0,4680000,87,0.323,2,0,4
3357,710979033,Existing Customer,30,M,Unknown,Single,Rp 3.000.000 - Rp 5.000.000,Blue,20,3,6607000.0,2517000,4090000.0,3046000,73,0.381,1,3,0
6169,772220433,Existing Customer,44,M,College,Unknown,Rp 5.000.000 - Rp 8.000.000,Blue,33,6,15468000.0,1187000,14281000.0,4484000,81,0.077,3,2,3
1127,779351208,Existing Customer,49,M,Unknown,Single,Rp 5.000.000 - Rp 8.000.000,Blue,34,4,5176000.0,0,5176000.0,1902000,56,0.0,1,4,2
8804,711842508,Existing Customer,45,M,Uneducated,Unknown,Rp 8.000.000 - Rp 15.000.000,Blue,33,2,9303000.0,1580000,7723000.0,7825000,87,0.17,3,3,3
1173,714790008,Existing Customer,38,F,Unknown,Single,< Rp 3.000.000,Blue,36,3,3764000.0,0,3764000.0,1572000,57,0.0,2,3,1
5866,716494383,Existing Customer,49,F,Graduate,Unknown,Rp 3.000.000 - Rp 5.000.000,Blue,41,3,3585000.0,931000,2654000.0,4399000,78,0.26,2,2,3
5575,711313158,Existing Customer,50,F,Unknown,Single,Unknown,Blue,44,5,10721000.0,0,10721000.0,4962000,74,0.0,1,1,4
4241,717812133,Existing Customer,33,F,Graduate,Unknown,< Rp 3.000.000,Blue,13,3,3315000.0,1243000,2072000.0,4006000,65,0.375,1,3,1
3195,713657733,Existing Customer,47,M,Unknown,Single,Rp 5.000.000 - Rp 8.000.000,Blue,36,5,9132000.0,800000,8332000.0,3809000,71,0.088,3,1,4
7707,710612583,Existing Customer,52,M,High School,Unknown,Rp 5.000.000 - Rp 8.000.000,Blue,36,6,2597000.0,1740000,857000.0,5037000,80,0.67,3,2,4
962,713670333,Existing Customer,60,M,Unknown,Single,< Rp 3.000.000,Blue,52,5,2486000.0,1464000,1022000.0,1378000,27,0.589,3,2,1
3303,770975133,Existing Customer,36,M,Graduate,Unknown,< Rp 3.000.000,Blue,23,5,5403000.0,1854000,3549000.0,4382000,74,0.343,2,4,0
9191,713708358,Existing Customer,33,F,Unknown,Single,Rp 3.000.000 - Rp 5.000.000,Silver,36,2,19594000.0,971000,18623000.0,12429000,111,0.05,3,3,3
9332,771069033,Existing Customer,56,M,Unknown,Unknown,Rp 5.000.000 - Rp 8.000.000,Blue,43,2,10602000.0,1083000,9519000.0,14084000,91,0.102,2,3,1
8805,772869033,Existing Customer,47,M,Unknown,Single,> Rp 15.000.000,Gold,38,2,34516000.0,1342000,33174000.0,7283000,89,0.039,4,3,3
9689,718042383,Existing Customer,38,M,Uneducated,Unknown,Rp 3.000.000 - Rp 5.000.000,Blue,18,3,3523000.0,1379000,2144000.0,15108000,118,0.391,3,3,1
5483,751283658,Existing Customer,42,F,Unknown,Single,Rp 3.000.000 - Rp 5.000.000,Blue,35,4,1786000.0,1316000,470000.0,4306000,73,0.737,3,3,4
3900,800164083,Existing Customer,53,M,Uneducated,Unknown,> Rp 15.000.000,Blue,47,4,20783000.0,1257000,19526000.0,3819000,76,0.06,2,2,1
6157,715178733,Existing Customer,47,F,Unknown,Single,< Rp 3.000.000,Blue,41,5,2289000.0,1611000,678000.0,4817000,77,0.704,3,1,2
6205,716303583,Existing Customer,55,F,Graduate,Unknown,< Rp 3.000.000,Blue,36,5,2712000.0,1617000,1095000.0,4858000,73,0.596,1,2,2
6093,718285308,Existing Customer,44,F,Unknown,Single,< Rp 3.000.000,Blue,31,6,1438300.0,0,1438300.0,3576000,55,0.0,3,1,1
6782,771219033,Existing Customer,42,M,Uneducated,Unknown,Rp 8.000.000 - Rp 15.000.000,Blue,29,4,17506000.0,1979000,15527000.0,4199000,73,0.113,3,3,1
5601,813895458,Existing Customer,49,F,Unknown,Single,Unknown,Blue,43,6,2874000.0,0,2874000.0,4617000,89,0.0,3,3,0
2611,802666083,Existing Customer,48,F,Uneducated,Unknown,< Rp 3.000.000,Blue,42,3,2055000.0,0,2055000.0,3656000,63,0.0,2,2,2
954,803957508,Existing Customer,52,M,Unknown,Single,Rp 8.000.000 - Rp 15.000.000,Blue,47,6,15904000.0,1024000,14880000.0,1433000,33,0.064,1,3,2
10070,747551658,Existing Customer,47,M,High School,Unknown,Rp 8.000.000 - Rp 15.000.000,Silver,40,5,34516000.0,1371000,33145000.0,15930000,123,0.04,3,2,3
904,720147633,Existing Customer,61,M,Unknown,Single,Rp 3.000.000 - Rp 5.000.000,Blue,47,3,11915000.0,1631000,10284000.0,1956000,63,0.137,2,2,1
7552,797666358,Existing Customer,46,F,Uneducated,Unknown,Rp 3.000.000 - Rp 5.000.000,Blue,40,6,1474000.0,843000,631000.0,4452000,65,0.572,3,1,4
3888,712685733,Existing Customer,57,F,Unknown,Single,Unknown,Silver,36,6,34516000.0,1698000,32818000.0,3498000,68,0.049,3,2,3
5764,714771708,Existing Customer,36,F,College,Unknown,Unknown,Blue,26,5,4692000.0,0,4692000.0,4281000,69,0.0,3,3,0
2682,774172158,Existing Customer,29,M,Unknown,Single,Rp 5.000.000 - Rp 8.000.000,Blue,19,3,23507000.0,1990000,21517000.0,2650000,65,0.085,1,2,1
7272,715197633,Existing Customer,43,M,Uneducated,Unknown,Rp 3.000.000 - Rp 5.000.000,Blue,38,5,9449000.0,1914000,7535000.0,4658000,93,0.203,4,2,3
9275,771584658,Existing Customer,46,F,Unknown,Single,Unknown,Silver,34,1,33874000.0,1473000,32401000.0,13753000,98,0.043,2,3,4
2463,712847208,Existing Customer,47,F,Graduate,Unknown,Rp 3.000.000 - Rp 5.000.000,Blue,36,5,5369000.0,1854000,3515000.0,1898000,50,0.345,2,3,3
3783,771922008,Existing Customer,57,F,Unknown,Single,< Rp 3.000.000,Blue,46,5,5443000.0,1889000,3554000.0,4416000,64,0.347,2,2,2
7208,778933983,Existing Customer,55,F,Uneducated,Unknown,Unknown,Blue,39,4,11249000.0,2012000,9237000.0,3882000,55,0.179,3,3,0
1076,788675658,Existing Customer,39,F,Unknown,Single,< Rp 3.000.000,Blue,29,6,1923000.0,845000,1078000.0,1670000,37,0.439,2,4,2
6020,789575583,Existing Customer,43,F,Uneducated,Unknown,Unknown,Blue,36,5,6931000.0,1380000,5551000.0,4437000,64,0.199,1,0,2
4232,709339758,Existing Customer,43,M,Unknown,Single,> Rp 15.000.000,Blue,30,4,11926000.0,1766000,10160000.0,3778000,84,0.148,2,3,3
1052,720650208,Existing Customer,40,F,College,Unknown,Rp 3.000.000 - Rp 5.000.000,Blue,22,3,12588000.0,2005000,10583000.0,1561000,26,0.159,3,3,3
3874,717432933,Existing Customer,52,F,Unknown,Single,Unknown,Blue,36,3,3167000.0,1387000,1780000.0,4587000,76,0.438,1,3,5
8783,711084183,Existing Customer,47,F,Uneducated,Unknown,Rp 3.000.000 - Rp 5.000.000,Blue,42,2,5168000.0,2265000,2903000.0,8211000,80,0.438,2,3,5
3423,712653183,Existing Customer,49,F,Unknown,Single,< Rp 3.000.000,Blue,36,4,1976000.0,1694000,282000.0,3675000,81,0.857,1,4,4
1116,816776283,Existing Customer,42,M,High School,Unknown,Rp 8.000.000 - Rp 15.000.000,Gold,37,5,34516000.0,1797000,32719000.0,1534000,30,0.052,1,2,4
3375,780056733,Existing Customer,36,M,Unknown,Single,Rp 3.000.000 - Rp 5.000.000,Blue,22,3,8436000.0,2517000,5919000.0,2627000,63,0.298,6,3,3
7808,719584608,Existing Customer,40,M,High School,Unknown,Rp 3.000.000 - Rp 5.000.000,Blue,32,3,1438300.0,0,1438300.0,4215000,79,0.0,1,1,4
9982,710207208,Existing Customer,31,F,Unknown,Single,< Rp 3.000.000,Blue,18,3,3399000.0,1800000,1599000.0,13148000,121,0.53,1,3,1
7505,717945108,Existing Customer,49,F,Graduate,Unknown,Rp 3.000.000 - Rp 5.000.000,Blue,36,6,3088000.0,1477000,1611000.0,5095000,77,0.478,1,2,3
2300,719568333,Existing Customer,39,M,Unknown,Single,Rp 8.000.000 - Rp 15.000.000,Silver,36,5,34516000.0,1900000,32616000.0,1668000,36,0.055,3,2,3
3777,713446083,Existing Customer,49,F,Uneducated,Unknown,Unknown,Blue,39,5,11545000.0,1732000,9813000.0,3996000,65,0.15,2,3,4
3350,720242733,Existing Customer,45,M,Unknown,Single,< Rp 3.000.000,Blue,36,5,1963000.0,1549000,414000.0,3718000,75,0.789,2,3,4
8688,715469583,Existing Customer,40,F,Graduate,Unknown,Rp 3.000.000 - Rp 5.000.000,Blue,36,3,2136000.0,1250000,886000.0,7782000,88,0.585,1,2,2
3113,816084333,Existing Customer,42,M,Unknown,Single,> Rp 15.000.000,Gold,37,5,34516000.0,1230000,33286000.0,3260000,63,0.036,2,2,2
7570,708450033,Existing Customer,43,F,High School,Unknown,< Rp 3.000.000,Blue,13,6,2605000.0,2269000,336000.0,5298000,79,0.871,2,1,3
9109,711436983,Existing Customer,57,M,Unknown,Single,> Rp 15.000.000,Silver,49,1,34516000.0,2517000,31999000.0,8596000,102,0.073,2,1,3
3294,789111483,Existing Customer,46,M,Graduate,Unknown,Rp 8.000.000 - Rp 15.000.000,Blue,34,5,16546000.0,1850000,14696000.0,4255000,75,0.112,3,4,3
9347,719634408,Existing Customer,51,M,Unknown,Single,> Rp 15.000.000,Silver,31,2,34516000.0,585000,33931000.0,13534000,104,0.017,2,2,2
1246,719518308,Existing Customer,48,M,Unknown,Unknown,Rp 8.000.000 - Rp 15.000.000,Blue,35,5,5039000.0,0,5039000.0,1390000,23,0.0,2,4,2
1607,715524708,Existing Customer,49,M,Unknown,Single,Rp 3.000.000 - Rp 5.000.000,Silver,41,4,20756000.0,1710000,19046000.0,1502000,31,0.082,2,2,5
2602,709126833,Existing Customer,42,M,College,Unknown,> Rp 15.000.000,Blue,36,3,21670000.0,2183000,19487000.0,4121000,81,0.101,2,1,3
9314,708573933,Existing Customer,45,F,Unknown,Single,< Rp 3.000.000,Silver,36,2,13026000.0,789000,12237000.0,14747000,100,0.061,2,3,2
8231,789992733,Existing Customer,50,F,Unknown,Unknown,< Rp 3.000.000,Blue,42,1,2210000.0,1539000,671000.0,4937000,75,0.696,1,2,1
895,820355433,Existing Customer,43,M,Unknown,Single,Rp 3.000.000 - Rp 5.000.000,Blue,38,6,2615000.0,0,2615000.0,1395000,34,0.0,1,1,3
7533,720328008,Existing Customer,57,F,High School,Unknown,Rp 3.000.000 - Rp 5.000.000,Blue,42,3,2542000.0,1884000,658000.0,4518000,88,0.741,1,1,1
9744,778825908,Existing Customer,43,F,Unknown,Single,< Rp 3.000.000,Silver,24,1,10272000.0,1523000,8749000.0,14321000,113,0.148,1,3,2
838,713828208,Existing Customer,47,M,Uneducated,Unknown,Rp 5.000.000 - Rp 8.000.000,Blue,36,6,8311000.0,0,8311000.0,1895000,57,0.0,2,1,2
5788,719504433,Existing Customer,63,M,Unknown,Single,Rp 3.000.000 - Rp 5.000.000,Silver,54,4,18064000.0,1695000,16369000.0,3434000,71,0.094,3,3,0
3000,716219808,Existing Customer,49,M,Graduate,Unknown,Rp 5.000.000 - Rp 8.000.000,Blue,36,5,15942000.0,0,15942000.0,1742000,41,0.0,2,3,3
1111,712216533,Existing Customer,44,M,Unknown,Single,Rp 8.000.000 - Rp 15.000.000,Blue,34,6,8206000.0,763000,7443000.0,1715000,43,0.093,2,3,5
7693,715932708,Existing Customer,41,M,Unknown,Unknown,Rp 5.000.000 - Rp 8.000.000,Blue,36,4,5813000.0,1614000,4199000.0,4365000,75,0.278,3,1,3
9638,794573883,Existing Customer,32,M,Unknown,Single,Rp 3.000.000 - Rp 5.000.000,Silver,16,3,17894000.0,2517000,15377000.0,15305000,111,0.141,3,1,1
3241,709215708,Existing Customer,49,M,Post-Graduate,Unknown,Rp 5.000.000 - Rp 8.000.000,Blue,36,4,18253000.0,2517000,15736000.0,3737000,73,0.138,2,5,2
1183,813961233,Existing Customer,30,M,Unknown,Single,Rp 8.000.000 - Rp 15.000.000,Blue,25,5,4237000.0,1676000,2561000.0,2465000,88,0.396,2,2,0
2202,810856833,Existing Customer,45,M,College,Unknown,> Rp 15.000.000,Blue,40,3,11962000.0,1025000,10937000.0,1907000,52,0.086,2,2,4
